SK_ID_CURR,TARGET
100001,0.02627365
100005,0.09394421
100013,0.020441623
100028,0.029851343
100038,0.16381803
100042,0.014230946
100057,0.013093183
100065,0.05528959
100066,0.009244744
100067,0.09698959
100074,0.0759876
100090,0.0477811
100091,0.24871704
100092,0.08968065
100106,0.07524844
100107,0.16578148
100109,0.046372972
100117,0.036338013
100128,0.06271125
100141,0.012287371
100150,0.0133877965
100168,0.010737412
100169,0.035593115
100170,0.0953823
100171,0.06554042
100172,0.12897143
100184,0.07787123
100187,0.10715816
100212,0.07364886
100222,0.04678092
100223,0.029045265
100232,0.012351868
100241,0.1801162
100245,0.024773296
100253,0.024462162
100256,0.06336775
100271,0.013978386
100278,0.2597695
100280,0.0055673383
100306,0.24004063
100311,0.13675302
100312,0.026661683
100330,0.116382204
100331,0.04822272
100352,0.12601332
100358,0.0836927
100367,0.016178528
100382,0.16564672
100384,0.10138327
100385,0.05545639
100386,0.04304116
100399,0.021676421
100404,0.09998324
100416,0.020821799
100422,0.102262065
100426,0.022921806
100438,0.036609273
100444,0.11053364
100445,0.215257
100446,0.08052819
100447,0.014691887
100450,0.08806193
100466,0.014027539
100483,0.019993592
100484,0.019652547
100494,0.06938028
100510,0.1231973
100512,0.0065051345
100517,0.041355114
100548,0.042181406
100551,0.044849526
100552,0.060981534
100553,0.018960036
100561,0.17491274
100568,0.6994675
100569,0.018678682
100591,0.08185687
100592,0.020349273
100602,0.08181597
100607,0.061578266
100613,0.07827635
100617,0.11153765
100618,0.09173497
100622,0.091623984
100625,0.1243216
100677,0.1256621
100699,0.027263861
100702,0.39584014
100711,0.09549625
100729,0.14629331
100740,0.26005358
100744,0.2792748
100745,0.03966201
100747,0.12625663
100751,0.21231112
100752,0.039112255
100753,0.20374039
100754,0.15799503
100760,0.034169108
100762,0.108533815
100763,0.041536078
100765,0.018219817
100770,0.061889946
100772,0.024276052
100777,0.03368178
100791,0.012893644
100792,0.0060536033
100797,0.026672658
100823,0.020295035
100826,0.024862472
100830,0.040443353
100836,0.33599344
100872,0.11054464
100910,0.05904434
100913,0.096485086
100918,0.035024714
100931,0.008621283
100952,0.06141144
100953,0.055993486
100965,0.21191351
100970,0.031196868
100982,0.17445807
100983,0.253055
100984,0.039407384
100987,0.051228154
100997,0.070460305
100998,0.13673547
101002,0.051462866
101005,0.17497618
101008,0.39008033
101020,0.061320268
101021,0.022929672
101024,0.035495985
101025,0.19945157
101026,0.03851394
101031,0.015262654
101041,0.02594142
101051,0.0075865528
101055,0.1057791
101056,0.27688128
101057,0.060236514
101064,0.018858843
101079,0.113056265
101087,0.015722739
101090,0.02629448
101092,0.0902292
101097,0.09398232
101099,0.01968114
101107,0.11884443
101118,0.065270945
101125,0.10019747
101126,0.018301632
101128,0.009073047
101136,0.07572722
101140,0.23654178
101149,0.104677305
101160,0.11989013
101169,0.3373008
101181,0.028746998
101186,0.01453161
101190,0.07400797
101193,0.07672213
101194,0.15880531
101198,0.13590845
101200,0.017252272
101204,0.028551126
101211,0.065394044
101213,0.09196757
101223,0.06837709
101225,0.07945196
101237,0.12652515
101243,0.07530834
101244,0.1294243
101258,0.029428188
101259,0.21467689
101268,0.13562895
101269,0.012878937
101271,0.13762142
101279,0.03772369
101281,0.06734072
101287,0.020557912
101292,0.04114992
101294,0.04800022
101296,0.08100398
101297,0.017387211
101299,0.022328604
101301,0.049746223
101305,0.10275169
101308,0.11787014
101318,0.016943496
101327,0.23758337
101329,0.015696628
101332,0.034834806
101337,0.08965974
101343,0.017347898
101345,0.019488852
101346,0.02120338
101353,0.023169959
101354,0.1694229
101355,0.16047925
101356,0.017549736
101362,0.053821206
101363,0.31686553
101365,0.013546261
101366,0.09780945
101367,0.22898838
101368,0.015133699
101374,0.11435404
101380,0.012115105
101383,0.025764357
101398,0.018448194
101399,0.19484602
101401,0.25903925
101412,0.025691088
101426,0.089790024
101427,0.37458685
101428,0.25219005
101429,0.2598635
101434,0.027778774
101440,0.13253537
101448,0.06730381
101449,0.070810005
101465,0.0113362055
101467,0.013010597
101472,0.10536559
101478,0.124731325
101497,0.033519886
101504,0.10738162
101547,0.03157274
101548,0.13919416
101555,0.087308325
101570,0.023000106
101572,0.05290308
101578,0.048793968
101580,0.1859275
101588,0.122944
101602,0.019053498
101610,0.05335747
101614,0.06318213
101616,0.02683353
101643,0.1354241
101644,0.042209156
101649,0.048498817
101650,0.13590811
101665,0.0135047985
101667,0.07895093
101669,0.047480058
101674,0.117407955
101675,0.009089013
101678,0.10226543
101682,0.034904532
101686,0.044330157
101697,0.17903236
101700,0.4622523
101711,0.026296165
101714,0.036196314
101715,0.4005331
101728,0.04517116
101732,0.07057552
101757,0.17605112
101758,0.032921735
101759,0.08696682
101762,0.013834819
101764,0.083865926
101780,0.40124756
101784,0.006701669
101789,0.019089866
101816,0.09970735
101819,0.031416036
101827,0.013795984
101863,0.11352624
101867,0.06566532
101870,0.016487932
101873,0.29949236
101878,0.11070609
101879,0.02591379
101880,0.020475036
101887,0.042768307
101897,0.021911133
101901,0.061342098
101903,0.18733957
101920,0.033801176
101921,0.047266737
101922,0.08526008
101961,0.08344904
101962,0.01201763
101971,0.055330765
101976,0.36294168
102002,0.12547836
102005,0.06033044
102007,0.34990174
102017,0.013777962
102019,0.29599595
102029,0.038003046
102051,0.11461477
102052,0.0042395433
102054,0.015456406
102062,0.06434425
102067,0.15688622
102068,0.06865701
102070,0.03875172
102090,0.06223563
102092,0.030402701
102099,0.13405083
102100,0.04335782
102112,0.13304193
102113,0.029253643
102122,0.2294415
102123,0.04121694
102125,0.05485471
102126,0.18543404
102146,0.035318296
102147,0.10667869
102151,0.03272801
102158,0.10017347
102159,0.032986056
102162,0.020765271
102165,0.046019852
102166,0.01851598
102174,0.017659387
102193,0.21055873
102198,0.045873202
102205,0.12751952
102206,0.011992086
102218,0.027325714
102221,0.02181987
102230,0.060595714
102238,0.047905017
102248,0.03913166
102252,0.32716298
102259,0.0692661
102262,0.101858355
102273,0.07289544
102286,0.10829474
102293,0.010050591
102294,0.026495855
102296,0.028668845
102298,0.09895973
102303,0.025020521
102309,0.07374152
102315,0.03525504
102340,0.025017167
102342,0.05440216
102344,0.038594678
102346,0.12322323
102347,0.008581835
102374,0.06755548
102380,0.009419006
102387,0.015941093
102393,0.017236836
102403,0.018115243
102413,0.046610303
102414,0.0071059996
102415,0.040127214
102416,0.08258395
102439,0.033602946
102441,0.041270982
102443,0.0068187923
102444,0.094690755
102445,0.063954495
102448,0.030534718
102449,0.06518471
102450,0.17994124
102456,0.010819697
102458,0.089876965
102459,0.05354212
102465,0.013946858
102470,0.18966436
102471,0.04143008
102475,0.068053134
102476,0.16647138
102506,0.06116285
102509,0.044432305
102519,0.027992964
102522,0.030928988
102545,0.0419016
102549,0.041003566
102562,0.0068532326
102563,0.025547717
102568,0.122744
102582,0.0610485
102592,0.016653722
102597,0.13235089
102605,0.028463125
102614,0.025781054
102617,0.13852194
102634,0.050563514
102652,0.039885342
102655,0.005120125
102671,0.0844989
102694,0.19411553
102701,0.047120996
102703,0.012068309
102704,0.022933438
102713,0.0076077953
102720,0.14013651
102731,0.061321925
102733,0.03675965
102749,0.016672766
102755,0.06905897
102763,0.02543053
102770,0.052149076
102772,0.15767471
102799,0.2085124
102838,0.014539696
102854,0.027507514
102862,0.15918362
102863,0.04304813
102867,0.018997228
102868,0.009656193
102878,0.09100917
102887,0.028465983
102898,0.28841674
102904,0.11313287
102912,0.059607755
102919,0.03159672
102927,0.11329404
102932,0.08386812
102933,0.12078048
102935,0.02260657
102958,0.085123576
102969,0.13137715
102971,0.029632512
102975,0.053810544
102979,0.07470374
102982,0.00887365
102987,0.10270073
102989,0.038598865
102995,0.106263496
102996,0.019437151
103000,0.06055192
103001,0.054231126
103004,0.046854455
103010,0.013460666
103025,0.23896897
103029,0.020934185
103046,0.154938
103056,0.03434696
103062,0.10792534
103078,0.010020918
103083,0.014949983
103092,0.047465276
103096,0.06301824
103097,0.13043936
103102,0.31927595
103112,0.04255804
103132,0.048715424
103144,0.18976964
103145,0.120807074
103146,0.00928807
103147,0.12014854
103158,0.011697005
103171,0.07785386
103173,0.029884124
103184,0.045724716
103195,0.21061487
103196,0.05131076
103206,0.010265999
103230,0.22037713
103231,0.16793525
103232,0.028418938
103239,0.08639415
103240,0.19405249
103243,0.021814322
103252,0.10364767
103258,0.03559341
103259,0.16255775
103279,0.014464964
103280,0.005017089
103286,0.014701295
103287,0.3826149
103290,0.024722803
103298,0.0373471
103315,0.014316907
103319,0.03916493
103334,0.16105013
103336,0.05125227
103345,0.04751597
103368,0.035427168
103371,0.1852536
103377,0.026469644
103398,0.015571092
103404,0.06857403
103408,0.22349067
103410,0.05329172
103418,0.02555332
103420,0.20795095
103432,0.06085054
103433,0.020514596
103436,0.014256723
103440,0.025958622
103453,0.04828813
103459,0.03363514
103460,0.050092448
103461,0.010907417
103462,0.036335945
103473,0.09307561
103474,0.015104944
103475,0.23896948
103478,0.20986
103480,0.11116381
103484,0.021542232
103494,0.10449463
103513,0.043049976
103515,0.09294997
103516,0.2014836
103525,0.092126206
103541,0.34895974
103544,0.017764742
103562,0.2954853
103570,0.3400342
103572,0.16883355
103574,0.026552806
103575,0.038761884
103591,0.06490816
103594,0.022835191
103609,0.064886145
103613,0.073309116
103614,0.06245493
103615,0.0467197
103624,0.050666034
103625,0.15390423
103628,0.28267625
103629,0.011948143
103647,0.045188926
103648,0.060071193
103651,0.037022527
103658,0.011036405
103668,0.05190627
103669,0.02677535
103676,0.035049535
103682,0.09714626
103683,0.023829972
103689,0.012556153
103725,0.03718239
103733,0.08555277
103744,0.018989962
103762,0.077777244
103771,0.363503
103773,0.004074306
103783,0.054851405
103784,0.04883786
103808,0.006421057
103812,0.08196855
103813,0.11104212
103814,0.07430366
103818,0.12603764
103824,0.017698878
103828,0.011028097
103830,0.18624541
103840,0.0173928
103842,0.15412898
103847,0.23147802
103848,0.11291759
103851,0.015054372
103854,0.11393156
103857,0.113016844
103861,0.010194739
103862,0.038981173
103865,0.03255097
103870,0.007122478
103876,0.025825743
103891,0.2928709
103908,0.115376905
103914,0.122953415
103918,0.11382487
103940,0.01565803
103963,0.1301243
103966,0.07751487
103971,0.17448203
103980,0.12856647
103984,0.065388486
103985,0.03269849
103998,0.20809393
104019,0.012633933
104026,0.031578317
104035,0.119140506
104044,0.055100918
104045,0.039525222
104047,0.19882166
104051,0.018619178
104058,0.10036512
104063,0.015620662
104066,0.17365079
104087,0.016504163
104089,0.087822326
104095,0.045503456
104098,0.1647667
104104,0.02763476
104110,0.2946048
104120,0.0514897
104122,0.024994768
104131,0.032302022
104132,0.1318858
104135,0.04320574
104136,0.017398823
104149,0.057562005
104150,0.06053505
104156,0.4050707
104165,0.14332591
104175,0.026910234
104179,0.06423797
104184,0.05426567
104206,0.014564278
104216,0.32734042
104230,0.20372328
104257,0.03504177
104272,0.013176355
104273,0.11986625
104278,0.03823075
104294,0.17832424
104295,0.017812993
104297,0.019235278
104298,0.047424346
104308,0.06688432
104318,0.034949273
104319,0.08752433
104320,0.20136973
104327,0.10400747
104334,0.119483605
104344,0.060902447
104350,0.024368547
104351,0.06507269
104354,0.020131316
104369,0.12714474
104376,0.0811782
104381,0.028807601
104384,0.084198326
