SK_ID_CURR,TARGET
100001,0.027108013477153282
100005,0.16214197458235036
100013,0.022143182986264626
100028,0.03165226272437738
100038,0.13424121564178568
100042,0.03915023786638673
100057,0.006722847506320189
100065,0.02802305987952982
100066,0.014379817326213438
100067,0.05858230981714839
100074,0.05453972321790608
100090,0.03860044635447223
100091,0.16916403314491457
100092,0.052046119632178055
100106,0.05659621471122842
100107,0.1880217888001166
100109,0.03957157402454912
100117,0.023013470355224684
100128,0.08137877891347214
100141,0.03868367813388488
100150,0.033024822041899445
100168,0.008521370437220187
100169,0.04763221814570898
100170,0.30161466496246525
100171,0.07532513990151539
100172,0.12195315796233105
100184,0.0741342752940011
100187,0.08198296594562234
100212,0.02944441866682379
100222,0.03778080056578766
100223,0.023211559277556443
100232,0.011143770420130391
100241,0.1366280686523329
100245,0.02107050472853173
100253,0.022339521409019365
100256,0.07808797625747779
100271,0.00948673721221975
100278,0.3871823468362708
100280,0.010942786541280005
100306,0.19600512186954092
100311,0.06247869247064909
100312,0.021278390928400677
100330,0.11990078056729843
100331,0.023976566984799268
100352,0.16185377587745736
100358,0.11031766844468857
100367,0.015095122794751531
100382,0.15553209514794947
100384,0.21205065125041397
100385,0.07378908471429993
100386,0.02859594941162672
100399,0.04576601170777676
100404,0.03891421348325748
100416,0.014497310489140089
100422,0.02438642117755253
100426,0.022368885773586193
100438,0.028319456758483998
100444,0.14259222146432543
100445,0.11938659287359159
100446,0.0516851159360856
100447,0.021294407228803075
100450,0.16877582956085707
100466,0.01580237044687277
100483,0.013463891063617303
100484,0.02572658485791084
100494,0.05309292791673735
100510,0.11639826722930317
100512,0.008013642467730498
100517,0.031363338106921906
100548,0.02143218257378097
100551,0.04309847649369083
100552,0.08187116120412069
100553,0.014742026196842617
100561,0.13475786305010604
100568,0.5128864105836769
100569,0.01385468337473671
100591,0.10977985192210533
100592,0.030087187104789203
100602,0.03221689520673043
100607,0.06456933332892333
100613,0.06238315100467847
100617,0.07464419756989023
100618,0.1076992928186333
100622,0.057320348645274244
100625,0.08431144221195881
100677,0.09133418810243112
100699,0.032192629548286375
100702,0.3015806360653529
100711,0.03409344758929363
100729,0.13082217519310774
100740,0.21124881751901786
100744,0.1437664394658386
100745,0.03434484371256475
100747,0.07634236038099115
100751,0.4143983114718507
100752,0.02706531976648426
100753,0.15942041720422345
100754,0.30273994922308034
100760,0.037025529019046155
100762,0.09467799639285843
100763,0.024880031330768163
100765,0.01713184608529183
100770,0.09309033053178664
100772,0.03410265566620277
100777,0.023062973699576876
100791,0.01510996796112456
100792,0.00866055687683953
100797,0.028350095104917605
100823,0.03361158263393176
100826,0.02797075779681609
100830,0.0429350709622628
100836,0.21546595263067023
100872,0.09001799217687996
100910,0.03816334191840965
100913,0.1208339844970705
100918,0.020589556448192704
100931,0.008062798279722588
100952,0.03528364220533155
100953,0.020951794297655146
100965,0.16368284728118085
100970,0.024800136417269796
100982,0.19911862574213854
100983,0.2887193840358132
100984,0.06115057587466022
100987,0.03328008567326842
100997,0.05155562680047273
100998,0.26680282469544564
101002,0.028424071175537264
101005,0.11838904034110578
101008,0.3901707240951488
101020,0.033580197207373055
101021,0.06899722763313565
101024,0.030652625564837034
101025,0.26413174155175073
101026,0.022734790998635734
101031,0.013028042623573436
101041,0.017514620609996968
101051,0.006177422617717106
101055,0.05853158609749591
101056,0.2912727755486502
101057,0.020955260380765745
101064,0.016788439734350846
101079,0.07140681743131333
101087,0.010202461314791382
101090,0.02209368910184944
101092,0.09095096663902232
101097,0.14458410403980115
101099,0.01681299770574959
101107,0.1048383530579344
101118,0.02612654338294244
101125,0.10321149040082123
101126,0.007940602974805876
101128,0.009192554740631145
101136,0.03683071477256915
101140,0.20001388846477752
101149,0.06268524670939889
101160,0.14607301953073984
101169,0.21264027359439602
101181,0.050404902095309415
101186,0.007625052197007587
101190,0.030464625680423102
101193,0.09760665992561252
101194,0.10587044434922721
101198,0.18981792372254672
101200,0.018810908525380476
101204,0.01720012031590862
101211,0.07984721147542381
101213,0.043640380697661386
101223,0.02541414450764475
101225,0.1226786922363781
101237,0.04256561393318623
101243,0.09074065188839804
101244,0.08566135979668438
101258,0.021567617300332804
101259,0.11151619329762019
101268,0.11207486503789618
101269,0.025684213489235032
101271,0.03261183412532225
101279,0.036713358211853585
101281,0.16276523003491483
101287,0.027307131832179345
101292,0.02590862989738111
101294,0.028348414392309423
101296,0.11438999833163235
101297,0.014127781292882172
101299,0.020271373698275464
101301,0.03547186757500241
101305,0.07488467524141522
101308,0.1853929078581072
101318,0.0088000506491492
101327,0.2434265815788212
101329,0.010027681934098528
101332,0.055610702812830856
101337,0.03273848340417403
101343,0.019539812585787887
101345,0.02570192543596515
101346,0.014255613815285843
101353,0.018127808456948953
101354,0.13387194076385503
101355,0.15076322432313233
101356,0.020099431645159625
101362,0.04982010793759162
101363,0.5099938288903292
101365,0.018457260772783708
101366,0.05616503149740256
101367,0.22277348918023887
